Blue_ADC,Blue_Support,Red_ADC,Red_Support,Bot_Gold_Diff_10,matchID,Blue_Win
Kaisa,Pyke,Jinx,Rakan,1773,EUW1_6868894147,1
Zeri,Janna,Aphelios,Thresh,-1115,EUW1_6868730041,1
Aphelios,Karma,Zeri,Thresh,2791,EUW1_6868655834,1
Samira,Seraphine,Vayne,Blitzcrank,1152,EUW1_6868318424,1
Jinx,Janna,Twitch,Milio,-2363,EUW1_6868273260,0
Draven,Lulu,Ezreal,Braum,-266,EUW1_6868203231,0
Jinx,Nautilus,Aphelios,Rell,5,EUW1_6868071828,1
Vayne,Rell,Kaisa,Milio,-726,EUW1_6868027089,1
Jinx,Milio,Sivir,Blitzcrank,190,EUW1_6867997670,0
Draven,Pyke,Ezreal,Bard,3186,EUW1_6882578189,0
Zeri,Seraphine,Ezreal,Thresh,853,EUW1_6882550165,1
Jinx,Alistar,Ezreal,Camille,1278,EUW1_6881464587,1
Twitch,Lulu,Jinx,Pyke,-60,EUW1_6881406044,0
Ezreal,Janna,Zeri,Maokai,1861,EUW1_6881293469,1
Twitch,Milio,Ezreal,Janna,148,EUW1_6881241372,0
Twitch,Lulu,Samira,Blitzcrank,1358,EUW1_6881195156,1
Vayne,Pyke,Zeri,Braum,1137,EUW1_6881130276,1
Aphelios,Thresh,Ezreal,Soraka,1601,EUW1_6881065404,0
Caitlyn,Lux,Twitch,Zilean,2496,EUW1_6881032269,1
Zeri,Maokai,Xerath,Senna,-1561,EUW1_6880990699,0
Jinx,Taric,Vayne,Maokai,-544,EUW1_6880959174,0
Kaisa,TahmKench,Ezreal,Janna,281,EUW1_6880867648,1
Zeri,Rakan,Kaisa,Nidalee,723,EUW1_6880846112,0
MissFortune,Alistar,Kaisa,Blitzcrank,1,EUW1_6880831391,1
Jinx,Thresh,Ashe,Rell,-2223,EUW1_6880819450,1
Caitlyn,Zilean,Kaisa,Nami,-556,EUW1_6880821550,0
Ezreal,Zyra,Vayne,Nami,1846,EUW1_6880801292,1
Zeri,Senna,Katarina,Soraka,-1851,EUW1_6880795330,0
Urgot,Taric,Vayne,Poppy,601,EUW1_6879626706,1
Varus,Renata,Jinx,Shaco,-143,EUW1_6879586660,0
Twitch,Milio,Xayah,Rakan,1051,EUW1_6879522925,1
Twitch,Rakan,Jinx,Lulu,-367,EUW1_6879475110,0
Zeri,Pantheon,Kaisa,Renata,1004,EUW1_6881260727,1
KogMaw,Renata,Jinx,Rakan,1287,EUW1_6878073415,1
Vayne,Rakan,Draven,Renata,-3145,EUW1_6867799192,0
Caitlyn,Nami,KogMaw,Renata,1709,EUW1_6867342371,0
Jinx,Milio,Ezreal,Renata,88,EUW1_6867256315,0
Zeri,Renata,Ashe,Milio,-549,EUW1_6865282769,1
Caitlyn,Lulu,Vayne,Renata,-1062,EUW1_6863362537,0
Samira,Taliyah,Kaisa,Renata,-754,EUW1_6863332122,0
Xayah,Pyke,Katarina,Renata,-1630,EUW1_6863318902,0
Tristana,Ashe,Jinx,Renata,-488,EUW1_6862580083,0
Smolder,Annie,Vayne,Renata,-333,EUW1_6862178906,0
Hwei,Janna,Kaisa,Teemo,-648,EUW1_6861818712,0
Kaisa,Blitzcrank,Smolder,Renata,-995,EUW1_6861758102,0
Senna,Swain,Tristana,Renata,-208,EUW1_6860672811,0
Senna,Renata,Sivir,Milio,1714,EUW1_6860643201,1
Ashe,Milio,Karthus,Renata,2047,EUW1_6858669453,1
Sivir,Renata,Kaisa,Nautilus,987,EUW1_6856495739,0
Kaisa,Velkoz,Smolder,Senna,1165,EUW1_6883765195,1
Ashe,Janna,Jinx,Bard,289,EUW1_6882403837,1
Ezreal,Rakan,Zeri,Lulu,1582,EUW1_6881605273,0
Kaisa,Janna,Zeri,Blitzcrank,317,EUW1_6869637126,1
Zeri,Soraka,Vayne,Galio,-445,EUW1_6869594380,1
Zeri,Yuumi,Jinx,Leona,1437,EUW1_6869348196,0
Twitch,Thresh,KogMaw,Taric,1220,EUW1_6875427975,0
KogMaw,Lulu,Zeri,Blitzcrank,165,EUW1_6875379873,0
Senna,Zyra,Zeri,Seraphine,-2253,EUW1_6875353290,0
Twitch,Milio,Ezreal,Senna,2075,EUW1_6875331806,1
Zeri,Lulu,Smolder,Karma,-1991,EUW1_6875304011,0
Zeri,Zilean,Jinx,Rakan,-853,EUW1_6874114468,0
Karthus,Senna,Zeri,Rakan,4788,EUW1_6871484548,1
Zeri,Yuumi,Karthus,Pyke,1954,EUW1_6871340095,1
Jhin,Zilean,Jinx,Qiyana,-945,EUW1_6871314570,1
Samira,Nautilus,Zeri,Rell,-1642,EUW1_6867773004,0
Twitch,Hwei,Zeri,Lulu,-743,EUW1_6860854494,1
Ezreal,Xerath,Zeri,Lulu,-1953,EUW1_6860842600,0
Zeri,Pyke,Nilah,Senna,-1317,EUW1_6859150836,0
Zeri,Soraka,Kaisa,Pyke,-38,EUW1_6859062296,0
Vayne,Rell,Zeri,Karma,46,EUW1_6859024761,0
Smolder,Lulu,Zeri,Janna,-1575,EUW1_6858968926,0
Kaisa,Yuumi,Zeri,Hwei,-2436,EUW1_6858926688,0
Twitch,Shaco,Zeri,Rakan,308,EUW1_6858886590,0
Zeri,Alistar,Vayne,Rell,2070,EUW1_6858830455,1
Draven,Nami,Twitch,Seraphine,2446,EUW1_6882701316,1
Ashe,Milio,Jinx,Thresh,1370,EUW1_6882670019,0
Karthus,Morgana,Jinx,Zilean,914,EUW1_6882139064,1
Jinx,Velkoz,Twitch,Rakan,685,EUW1_6882087218,1
Kaisa,Rakan,Ezreal,Braum,583,EUW1_6881641983,1
Zeri,Thresh,Jinx,Leona,-1465,EUW1_6881205225,0
Kalista,Ashe,Seraphine,Senna,-571,EUW1_6881173248,0
Tristana,Sett,Twitch,Braum,239,EUW1_6881109343,0
Samira,Janna,Xayah,Lulu,-1934,EUW1_6880706111,0
Ashe,Rell,Jhin,Zyra,-1445,EUW1_6880676067,1
Jinx,Hwei,Twitch,Taric,737,EUW1_6880635013,1
Jinx,Morgana,TwistedFate,Bard,-314,EUW1_6879673215,0
Kaisa,Velkoz,Ezreal,Maokai,-395,EUW1_6879636529,0
Twitch,Lulu,Jinx,Renata,-14,EUW1_6879593965,0
Sivir,Pyke,Jinx,Xerath,629,EUW1_6878126433,1
Kaisa,Rakan,Samira,Nautilus,562,EUW1_6878091444,0
Varus,Pyke,Aphelios,Soraka,634,EUW1_6878069149,0
Tristana,Senna,Kaisa,Thresh,8,EUW1_6877630502,0
Jinx,Milio,Twitch,Blitzcrank,-1598,EUW1_6877570305,0
Zeri,Janna,Jinx,Nami,3203,EUW1_6882373414,1
Jinx,Janna,Ziggs,Senna,384,EUW1_6882362093,1
Draven,Janna,Ezreal,Braum,3339,EUW1_6882348245,1
Zeri,Brand,Jinx,Soraka,636,EUW1_6882337580,1
Xayah,Thresh,Zeri,Maokai,754,EUW1_6882316453,1
Ezreal,Thresh,Jinx,Lulu,1217,EUW1_6876180530,0
Jinx,Rakan,Aphelios,Pyke,-1169,EUW1_6876106985,0
Ezreal,Pyke,Zeri,Janna,1154,EUW1_6876059534,1
Ezreal,Morgana,Vayne,Janna,687,EUW1_6876002128,0
Ezreal,Karma,Vayne,Milio,2899,EUW1_6875934330,1
Sivir,Janna,Jinx,Karma,-1115,EUW1_6875865643,1
Ezreal,Nami,Vayne,Lulu,-1387,EUW1_6869775604,0
Samira,Karma,Zeri,Lux,-2786,EUW1_6869702441,0
AurelionSol,Soraka,Smolder,Senna,-1441,EUW1_6869645062,0
Smolder,Thresh,Zeri,Milio,285,EUW1_6869600648,1
Zeri,Senna,Kaisa,Pyke,-1743,EUW1_6869570484,0
Ashe,Shaco,Jinx,Rakan,-159,EUW1_6869517883,0
Zeri,Nautilus,Seraphine,Rell,-1084,EUW1_6868849307,0
Veigar,Lux,KogMaw,Janna,446,EUW1_6868426940,0
Ashe,Seraphine,Kaisa,Maokai,-670,EUW1_6879297284,0
Kaisa,Rakan,Xayah,Braum,252,EUW1_6879291062,0
Jinx,Thresh,TwistedFate,Braum,1480,EUW1_6879265294,1
Kaisa,Nautilus,Varus,Senna,1074,EUW1_6879249099,0
Kaisa,Lux,Jinx,Lulu,-2265,EUW1_6879235808,0
Kalista,Katarina,Draven,Rakan,-1147,EUW1_6879206140,0
Jinx,Rell,Kaisa,Alistar,2780,EUW1_6870288760,1
Senna,Blitzcrank,Vayne,Karma,-427,EUW1_6870218692,0
Ashe,Annie,Smolder,Janna,-1118,EUW1_6870162345,0
Jhin,Camille,Nautilus,Senna,-1150,EUW1_6868187665,0
Draven,Janna,Ashe,Lulu,-253,EUW1_6867772337,0
Ezreal,Rell,Xayah,Rakan,593,EUW1_6867743237,0
Sivir,Thresh,Katarina,Alistar,-2064,EUW1_6867371244,0
Varus,Thresh,Twitch,Braum,-410,EUW1_6867308594,0
Zeri,Yuumi,Aphelios,Bard,-2194,EUW1_6866786682,0
KogMaw,Janna,Varus,Renata,-641,EUW1_6866298916,1
Smolder,Nami,Kaisa,Blitzcrank,169,EUW1_6866277667,0
Jinx,Thresh,Ezreal,Rakan,80,EUW1_6865770327,0
Ezreal,Morgana,Zeri,Milio,1713,EUW1_6865698170,0
Sivir,Milio,Ezreal,Blitzcrank,-1304,EUW1_6864679717,0
Twitch,Blitzcrank,Ezreal,Janna,-1733,EUW1_6881765752,0
Ezreal,Senna,TwistedFate,Xerath,983,EUW1_6880716617,1
Ashe,Janna,Kaisa,Blitzcrank,50,EUW1_6880689859,0
Ezreal,Janna,Jinx,Thresh,-1851,EUW1_6877506870,0
Ezreal,Xerath,Varus,Heimerdinger,-2193,EUW1_6874407445,1
Sivir,Brand,Tristana,Pyke,-3400,EUW1_6874353292,0
Sivir,Maokai,Varus,Rakan,1322,EUW1_6873056727,1
Caitlyn,Brand,Twitch,Rell,345,EUW1_6873009457,0
MonkeyKing,Leona,Aphelios,Pyke,940,EUW1_6872732214,1
Draven,Thresh,Tristana,Nautilus,586,EUW1_6872703498,0
Varus,Thresh,Jhin,Senna,-728,EUW1_6871989469,1
Jinx,Shaco,Samira,Rell,-2956,EUW1_6871921270,0
Zeri,Brand,Aphelios,Rell,-469,EUW1_6871833789,1
Jinx,Thresh,Vayne,Nami,926,EUW1_6871774797,1
Twitch,Alistar,Ezreal,Brand,158,EUW1_6871734581,1
Draven,Brand,Kaisa,Pyke,-1172,EUW1_6871651243,1
Jhin,Brand,Kaisa,Nautilus,-216,EUW1_6871574675,1
Jhin,Bard,Jinx,Taric,1466,EUW1_6868552519,0
Zeri,Nami,Jinx,Brand,-1026,EUW1_6868509899,0
Kaisa,Brand,Jinx,Blitzcrank,-926,EUW1_6868469989,0
Aphelios,Karma,Jinx,Nautilus,-261,EUW1_6868311617,0
Jinx,Galio,Ashe,Camille,1007,EUW1_6868249422,1
Irelia,Camille,Hwei,Braum,-1380,EUW1_6868172012,0
Twitch,Milio,Yasuo,Senna,-1510,EUW1_6868109190,0
Draven,Milio,Lux,Soraka,3378,EUW1_6868064617,1
Ezreal,Blitzcrank,Kaisa,Leona,83,EUW1_6867940005,1
Ashe,Nautilus,Kaisa,Alistar,1609,EUW1_6867896865,1
Kaisa,Nami,Vayne,Renata,2255,EUW1_6867869803,1
Twitch,Renata,Kaisa,Maokai,280,EUW1_6867836767,0
KogMaw,Sona,Varus,Zilean,-1464,EUW1_6867766680,1
Kaisa,Alistar,Seraphine,Thresh,-1183,EUW1_6867738972,0
Jinx,Nautilus,Twitch,Braum,460,EUW1_6866972780,0
Kaisa,Janna,Tristana,Leona,2326,EUW1_6865247230,1
Karthus,Senna,Ezreal,Karma,-1316,EUW1_6860820181,0
Senna,Renata,Zeri,Rakan,-2856,EUW1_6881014052,0
Twitch,Braum,Ezreal,Maokai,1929,EUW1_6880983091,1
Samira,Leona,Zeri,Braum,-910,EUW1_6880956685,1
Jinx,Rumble,Jhin,Zyra,-590,EUW1_6880920180,0
Draven,Rumble,KogMaw,Nautilus,2634,EUW1_6880899754,0
Jinx,Soraka,Kaisa,Nautilus,2139,EUW1_6880133589,1
MissFortune,Zyra,Draven,Camille,-2700,EUW1_6880088634,0
Jhin,Camille,KogMaw,Milio,1638,EUW1_6880038508,1
Jinx,Rakan,Ezreal,Soraka,-1560,EUW1_6879953286,1
Nilah,Blitzcrank,Kaisa,Zilean,-3597,EUW1_6879910936,0
Kaisa,Janna,Jhin,Pantheon,-2435,EUW1_6879725880,0
Ziggs,Pyke,Ezreal,Morgana,2404,EUW1_6879692157,1
Zeri,Zyra,MissFortune,Rell,1087,EUW1_6879654794,1
Senna,Braum,Xerath,Gragas,1476,EUW1_6879620610,1
Kaisa,Rell,Aphelios,Lulu,-1227,EUW1_6879480969,0
Jinx,Pyke,Nilah,Rakan,-1014,EUW1_6879454307,0
Ashe,Thresh,Varus,Lulu,416,EUW1_6879430327,1
Nilah,Zac,Zeri,Pyke,-3007,EUW1_6879123974,0
Draven,Nidalee,Samira,Rakan,-2372,EUW1_6879088928,0
Kaisa,TahmKench,Zeri,Rakan,122,EUW1_6879643516,1
Xayah,Milio,Tristana,Thresh,-791,EUW1_6879581899,1
KogMaw,Lulu,Caitlyn,Karma,1306,EUW1_6879557940,1
Jhin,Janna,Caitlyn,Ashe,-747,EUW1_6868375306,1
Caitlyn,Lux,Karthus,Janna,-1371,EUW1_6867850839,1
Draven,Alistar,Zeri,Zac,4918,EUW1_6867830994,1
Sivir,Rakan,Twitch,Camille,3192,EUW1_6867731779,0
Zeri,Lulu,Jinx,Poppy,2568,EUW1_6862806584,0
Twitch,Zilean,Senna,Braum,1618,EUW1_6853781737,1
Hwei,Janna,Twitch,Camille,-631,EUW1_6853733682,0
Draven,Camille,Kaisa,Yuumi,3771,EUW1_6853659526,0
Yasuo,Janna,Draven,Pyke,-1959,EUW1_6840780834,1
Twitch,Neeko,Draven,Nautilus,2234,EUW1_6840713684,1
Draven,Nautilus,Lucian,Milio,553,EUW1_6840683426,1
Jhin,Rakan,Draven,Thresh,-5847,EUW1_6840663324,0
Draven,Blitzcrank,Kalista,Thresh,4505,EUW1_6840411371,1
Senna,Bard,Nilah,Nautilus,-1320,EUW1_6839474589,0
Sivir,Lulu,Smolder,Bard,307,EUW1_6838505870,1
Kalista,Rakan,Kaisa,Rell,548,EUW1_6838453095,1
Kalista,Rakan,Ashe,Shaco,266,EUW1_6838408898,1
Aphelios,Janna,MissFortune,Maokai,-229,EUW1_6838376046,1
Kaisa,Seraphine,Nilah,Thresh,-242,EUW1_6882551542,1
Hwei,Zilean,Twitch,Yuumi,2511,EUW1_6883082815,1
Xayah,Rakan,Jhin,Lux,-1266,EUW1_6882920412,0
Ezreal,Janna,Kaisa,Soraka,1097,EUW1_6882870152,0
Vayne,Thresh,Ezreal,Blitzcrank,1020,EUW1_6881074852,0
Vayne,Heimerdinger,Ashe,Pyke,727,EUW1_6879823602,1
Draven,Rakan,Xayah,Elise,176,EUW1_6879735013,1
Lucian,Janna,Jinx,Nautilus,1403,EUW1_6879676095,1
Ashe,Karma,Zeri,Seraphine,1798,EUW1_6879549259,0
Jinx,Seraphine,Twitch,Lulu,-1789,EUW1_6879499122,0
Lucian,Milio,Jinx,Zilean,-2180,EUW1_6878831944,0
Jinx,Nautilus,Caitlyn,Seraphine,-2068,EUW1_6878598687,0
Ashe,Renata,Vayne,Hwei,2053,EUW1_6878445277,1
Ezreal,Brand,Jinx,Lulu,1103,EUW1_6882132059,1
Aphelios,Rakan,Jinx,Leona,-1035,EUW1_6882089075,1
Aphelios,Thresh,Jinx,Nautilus,-1018,EUW1_6882038465,0
Jinx,Thresh,Zeri,Lulu,1176,EUW1_6881986710,1
Nilah,Zilean,Jinx,Camille,-1099,EUW1_6881928000,0
Jinx,Milio,Lucian,Sona,-352,EUW1_6880255622,0
Caitlyn,Lux,Jinx,Milio,1238,EUW1_6880188485,1
Vayne,Janna,Ezreal,Rakan,-1177,EUW1_6880126676,0
Ezreal,Zyra,Jinx,Yuumi,2531,EUW1_6880076333,1
Ashe,Milio,Caitlyn,Zyra,-966,EUW1_6879559397,0
Kaisa,Braum,Jhin,Thresh,219,EUW1_6879486855,1
Ashe,FiddleSticks,Draven,Seraphine,-1127,EUW1_6878952804,0
Jinx,Lulu,Tristana,Karma,-196,EUW1_6878880010,0
Kaisa,Janna,Ezreal,Soraka,735,EUW1_6878834720,1
Karthus,Janna,Ezreal,Brand,-209,EUW1_6877769527,1
Lucian,Rakan,Taliyah,Blitzcrank,1246,EUW1_6877710453,1
Karthus,Blitzcrank,Lucian,Milio,-1740,EUW1_6877657676,0
Jinx,Milio,Zeri,Lulu,64,EUW1_6877615819,0
Ezreal,Pantheon,Zeri,Maokai,2658,EUW1_6877565596,1
Ezreal,Lux,Kaisa,Zilean,1229,EUW1_6882629603,1
Kaisa,Zilean,Zeri,Rakan,408,EUW1_6882597743,1
Jinx,Zilean,Zeri,Zyra,-592,EUW1_6882566789,1
Jinx,Zilean,Caitlyn,Leona,-3456,EUW1_6879306069,0
Zeri,Zilean,Aphelios,Zyra,-238,EUW1_6879199588,0
Jhin,Neeko,Jinx,Zilean,2124,EUW1_6878349893,1
Jinx,Braum,Twitch,Zilean,-551,EUW1_6878303829,0
Twitch,Zilean,Zeri,Thresh,-1729,EUW1_6878266494,0
Draven,Nami,Caitlyn,Lux,5678,EUW1_6883157430,1
Aphelios,Blitzcrank,Jinx,Janna,-1412,EUW1_6883117143,0
Aphelios,Soraka,Ashe,Zilean,-860,EUW1_6883065797,0
Ziggs,Soraka,Twitch,Nami,-434,EUW1_6883007964,1
Jinx,Nami,Kaisa,Alistar,1397,EUW1_6882964566,1
Nilah,Pyke,Kaisa,Rakan,656,EUW1_6882908206,1
Jinx,Soraka,Draven,Blitzcrank,-1921,EUW1_6882863218,1
Jinx,Janna,Kaisa,Rakan,919,EUW1_6882462184,0
Kaisa,Janna,Zeri,Milio,-568,EUW1_6881575121,0
Twitch,Lulu,Kaisa,Rakan,61,EUW1_6878676796,1
Jinx,Taric,Kaisa,Thresh,-627,EUW1_6878564407,1
Draven,Nautilus,Zeri,Janna,1140,EUW1_6878519394,0
Smolder,Shaco,Aphelios,Lulu,-534,EUW1_6875895373,1
Smolder,Thresh,Zeri,Janna,-430,EUW1_6875847554,1
Twitch,Rakan,Samira,Nautilus,1706,EUW1_6875186480,1
Lucian,Milio,Sivir,Soraka,1483,EUW1_6875160090,1
Jinx,Alistar,Zeri,Swain,1429,EUW1_6875137982,1
Seraphine,Senna,Xayah,Soraka,-1175,EUW1_6874475055,0
Smolder,Lux,Jinx,Janna,-916,EUW1_6878149808,0
Ezreal,Thresh,Jinx,FiddleSticks,-576,EUW1_6878101361,1
Jinx,Alistar,Varus,Rakan,1843,EUW1_6877999566,1
Jinx,Blitzcrank,Ezreal,Pyke,54,EUW1_6877965141,1
Jinx,Renata,Kaisa,Nautilus,-324,EUW1_6877421744,1
Ezreal,Ashe,Jhin,Janna,1421,EUW1_6876655965,1
Kaisa,Milio,Draven,Seraphine,-3099,EUW1_6875974936,0
Zeri,Alistar,Trundle,Blitzcrank,3374,EUW1_6875809854,1
Draven,Nautilus,Varus,Ivern,124,EUW1_6874500754,0
Jinx,Milio,Kaisa,Janna,144,EUW1_6874081489,1
Syndra,Janna,Jinx,Pyke,-2180,EUW1_6873845481,0
Twitch,Lulu,Ashe,Karma,-1200,EUW1_6873798885,1
MissFortune,Alistar,Ashe,Rakan,-404,EUW1_6873778199,1
Ezreal,Pyke,Vayne,Zoe,-1040,EUW1_6873280358,1
Zeri,Braum,KogMaw,Taric,-194,EUW1_6873089543,1
Kaisa,Janna,Xayah,Zilean,280,EUW1_6872996758,1
Nilah,Sona,Zeri,Leona,-2282,EUW1_6871982568,0
Caitlyn,Rakan,KogMaw,Morgana,-931,EUW1_6871500039,1
Tristana,Trundle,Ezreal,Blitzcrank,1293,EUW1_6883724592,1
Jinx,Thresh,Tristana,Rakan,-366,EUW1_6883713703,0
Jinx,Seraphine,Kaisa,Camille,1348,EUW1_6883254500,1
Tristana,Nautilus,Ezreal,Sona,1616,EUW1_6883079744,1
Smolder,Camille,Tristana,Nautilus,600,EUW1_6882898721,1
Jinx,Soraka,Twitch,Lulu,908,EUW1_6882708794,1
Nilah,Soraka,Ezreal,Zilean,-354,EUW1_6882616284,0
Lucian,Milio,Kaisa,Pyke,-1313,EUW1_6882576167,1
Seraphine,Zyra,Ziggs,Pyke,812,EUW1_6882544323,1
Jinx,Leona,Jhin,Alistar,-1110,EUW1_6882507296,1
Jinx,Karma,Kaisa,Soraka,592,EUW1_6882393043,1
Vayne,Seraphine,Zeri,Rell,-670,EUW1_6882381698,0
Vayne,Poppy,Zeri,Neeko,-908,EUW1_6881908846,1
Kaisa,Thresh,Tristana,Brand,-1950,EUW1_6881557616,0
Aphelios,TahmKench,Jinx,Blitzcrank,-522,EUW1_6881503901,1
Jinx,Camille,Tristana,Poppy,1162,EUW1_6881252772,0
Jinx,Nami,Zeri,Pantheon,-3146,EUW1_6881208127,0
Zeri,Nautilus,Talon,Zilean,686,EUW1_6881170420,1
Jinx,Lulu,Aphelios,Milio,1641,EUW1_6882501679,1
Sivir,Shaco,Lucian,Milio,-2973,EUW1_6882488486,0
Jinx,Milio,Jhin,Swain,662,EUW1_6882425818,0
Lucian,Milio,Ezreal,Rell,-880,EUW1_6882399151,0
Kalista,Swain,Hwei,TwistedFate,974,EUW1_6882388120,0
Jinx,Thresh,Zeri,Soraka,729,EUW1_6882369747,1
Lucian,Janna,Jhin,Senna,328,EUW1_6876476091,0
Zeri,Yuumi,Jinx,Janna,-1629,EUW1_6876466270,0
Caitlyn,Velkoz,Draven,Teemo,-2340,EUW1_6876455358,0
Zeri,Yuumi,Twitch,Lux,-1870,EUW1_6875152531,1
Jinx,Leona,Kaisa,Lux,-2031,EUW1_6875136486,0
Kaisa,Soraka,Zeri,Lulu,-961,EUW1_6875106299,1
Jinx,Janna,Lucian,Nami,3668,EUW1_6875104677,1
Samira,Leona,Brand,Nami,-1715,EUW1_6875094468,1
Karthus,Leona,Zeri,Hwei,382,EUW1_6873777020,1
Twitch,Pyke,Lucian,Janna,1413,EUW1_6873768883,0
Ezreal,Velkoz,Draven,Nami,-3792,EUW1_6873754090,0
Jhin,Nami,Twitch,Senna,-103,EUW1_6873756509,0
Vayne,Lulu,Zeri,Thresh,2289,EUW1_6873737416,1
Ezreal,Zyra,Zeri,Lulu,-1810,EUW1_6873736055,0
Zeri,Zilean,Varus,Blitzcrank,-1036,EUW1_6872360568,1
Kalista,Velkoz,Jhin,Senna,-1337,EUW1_6872347744,1
KogMaw,Milio,Jinx,Camille,-2031,EUW1_6869504342,1
Draven,Zilean,Kaisa,Lulu,732,EUW1_6883171391,1
Samira,Nautilus,Xayah,Seraphine,-380,EUW1_6882940489,0
Zeri,Camille,Varus,Yuumi,2588,EUW1_6882893658,1
Jinx,Nautilus,Zeri,Thresh,-463,EUW1_6882843451,1
Ashe,Zilean,Twitch,Milio,212,EUW1_6882793100,1
Lucian,Nami,Twitch,Janna,-324,EUW1_6881422495,0
Kaisa,Braum,Draven,Alistar,-1612,EUW1_6880946660,0
Vayne,Braum,Jhin,Pyke,-1030,EUW1_6877154269,0
Jinx,Braum,Zeri,Lulu,-685,EUW1_6876842045,1
Yasuo,Janna,Kaisa,Thresh,-93,EUW1_6876789022,1
Nilah,Galio,Jinx,Bard,-1884,EUW1_6876728866,0
Lucian,Rell,Jinx,Rakan,-311,EUW1_6876686270,1
Zeri,Seraphine,Kaisa,Nautilus,3819,EUW1_6876660662,1
Kaisa,Blitzcrank,Jhin,Senna,397,EUW1_6870856146,0
Jinx,Thresh,Vayne,Rakan,-621,EUW1_6870832899,1
Aphelios,Rell,Ezreal,Nami,1444,EUW1_6870793381,1
Smolder,Janna,Kaisa,FiddleSticks,698,EUW1_6870733359,1
Jinx,Lulu,Karthus,Rell,-2,EUW1_6870429474,1
Kaisa,Sylas,KogMaw,Bard,-55,EUW1_6870357932,0
Jinx,Lulu,Yasuo,Rakan,839,EUW1_6870293928,1
Jinx,Zyra,Nautilus,Senna,-721,EUW1_6870223180,1
KogMaw,Lulu,TwistedFate,Lux,265,EUW1_6869963770,1
Kaisa,Rell,Samira,Pyke,-2281,EUW1_6869892223,0
Jinx,Rakan,Jhin,Xerath,-2410,EUW1_6869830286,0
Ashe,Thresh,Kalista,Neeko,-1131,EUW1_6869746784,1
Ashe,Milio,Zeri,Yuumi,-565,EUW1_6883623806,1
Lucian,Nami,Kaisa,Pyke,-923,EUW1_6883596895,0
Jinx,Janna,Aphelios,Lulu,880,EUW1_6883574765,0
Lucian,Thresh,Jinx,Milio,731,EUW1_6883546555,1
Xayah,Janna,Jinx,Milio,-446,EUW1_6883497917,0
Varus,Lulu,Ziggs,Leona,-510,EUW1_6883450795,0
Jinx,Leona,Zeri,Blitzcrank,-927,EUW1_6883052345,0
Lucian,Hwei,Ashe,Rumble,-1314,EUW1_6883006562,0
Kaisa,Karma,Jhin,Twitch,237,EUW1_6882839344,1
Smolder,Sona,Vayne,Janna,-2127,EUW1_6882282671,0
Jinx,Blitzcrank,Sivir,Janna,-1119,EUW1_6882272603,1
Caitlyn,Braum,Jinx,Blitzcrank,1059,EUW1_6882262473,1
Nilah,Senna,Smolder,Braum,313,EUW1_6882241500,1
KogMaw,Lulu,Jinx,Shaco,2,EUW1_6882111258,1
TahmKench,Senna,Jinx,Janna,1934,EUW1_6882008415,0
Lucian,Taric,Zeri,Lulu,361,EUW1_6881955677,1
Jinx,Rakan,Zeri,Zilean,-2451,EUW1_6881472675,0
Ezreal,Zilean,Zeri,Senna,-1820,EUW1_6881415475,0
Kaisa,Lulu,Varus,Velkoz,751,EUW1_6880819071,0
Ashe,Rakan,Lucian,Zyra,-2611,EUW1_6882163820,0
Ezreal,Janna,Kaisa,Nautilus,86,EUW1_6882119968,1
Varus,Zyra,Ashe,Thresh,2369,EUW1_6882084805,1
Varus,Zyra,Jhin,Xerath,363,EUW1_6882021555,1
Jinx,Zyra,Ezreal,Camille,1278,EUW1_6881896645,0
Aphelios,Zyra,Twitch,Lulu,769,EUW1_6881836323,1
Smolder,Zyra,Jinx,Zilean,663,EUW1_6881774076,1
Jhin,Alistar,Caitlyn,Zyra,-1862,EUW1_6881721669,0
Xerath,Zyra,Brand,Nami,1917,EUW1_6881660248,1
Twitch,Pyke,Aphelios,Lulu,2582,EUW1_6881603585,0
Ashe,Zyra,Zeri,Nautilus,-1686,EUW1_6880768926,1
Varus,Zyra,Draven,Pyke,-2852,EUW1_6880750544,1
Jhin,Karma,Ezreal,Zyra,770,EUW1_6880722139,1
Twitch,Lulu,Jinx,Zyra,-1186,EUW1_6879317152,0
Twitch,Zyra,Jinx,Milio,1251,EUW1_6879309731,1
Zeri,Lulu,Ezreal,Zyra,-1191,EUW1_6879284333,0
Zoe,Camille,Xayah,Zyra,825,EUW1_6879273857,1
Zeri,Braum,Jinx,Nautilus,1189,EUW1_6881235966,1
Vayne,Renata,Jinx,Brand,1639,EUW1_6881117710,1
Jinx,Braum,Caitlyn,Karma,346,EUW1_6881027067,0
Ashe,Sona,Jinx,Nautilus,417,EUW1_6879420196,0
Ezreal,Karma,Varus,Zyra,-35,EUW1_6878133598,0
Zeri,Braum,Kaisa,Janna,654,EUW1_6878102128,1
Kalista,Renata,Twitch,Lux,1056,EUW1_6877164149,1
TwistedFate,Lulu,Twitch,Milio,1063,EUW1_6876567093,1
Ashe,Janna,Jinx,Zilean,74,EUW1_6876527182,1
Twitch,Janna,Jhin,Thresh,-1345,EUW1_6874345097,1
Vayne,Lux,Ezreal,Hwei,-1836,EUW1_6872906231,1
Lucian,Braum,Draven,Pyke,-404,EUW1_6870109714,0
Jinx,Milio,Smolder,Nami,-2,EUW1_6869646067,0
